,gid,aid,fen,move,annotation
449,23,15,2r1brk1/1pq1b1p1/3p4/p1nP1p1p/2P1pP1P/4B1P1/PPRQBN2/1K1R4 b - -,c1b1,"White has no counter-play on the Kingside. Black is building up, even though not the most efficient way, a lot of pressure on the Queenside. The World Championship is in Carlsen’s hands if his nerves hold up. ♟"
450,23,16,r3brk1/1pq1b1p1/3p4/p1nP1p1p/2P1pP1P/4B1P1/PPRQBN2/1K1R4 w - -,c8a8,"My internet kept dropping from 39,000 ft. This is one of the more disappointing ending. It seems that Carlsen lost his ability to calculate and he also lost his nerves. There is no way to sugarcoat this. He offered a draw in a superior position after making inaccuracies. ♟ Carlsen’s legacy has suffered a great deal. I cannot say 100% but most GMs would never offer a draw with Black, which has very little risk. This is simply shocking! ♟ All 12 games are drawn! This has to change! @FIDE_chess needs to change this rule! No draw offer should be allowed! There is no draw offer in , ping pong , boxing , MMA & other sports. Fighting draw is no problem. But not because one’s nerves is shot! Am I wrong?  As I said in the beginning, the players will do what they think is best for them. They do not care about styles to please the fans. Carlsen came into this game wanting a draw. He offered to repeat early on. Caruana refused. Then he offered draw in better position + more time! ♟  Caruana would be crazy not to accept the draw offer in that position with such little time. Since Carlsen seems to have lost his ability to calculate deep lines, he is much more suited for FASTER time control where chess instinct is more important. That was the game plan.♟ Based on statistics, Carlsen is the favorite in faster time control. But after his mindset & clearly fragile nerves, Caruana may surprise him, especially now that he’s just given a new chance. I can’t imagine any World Champion, male/female, would offer a draw in that position.♟ "
451,24,0,r1bq1rk1/pppn1pbp/3p1np1/4p1B1/3P4/2N2N1P/PPPQPPP1/R3KB1R b KQ -,h6g5,"...drie zetten met de loper, tempoverlies?"
452,24,1,r1b1qrk1/pppn1pbp/3p2p1/1N4B1/4n3/2N4P/PPPQPPP1/R3KB1R w KQ -,f6e4,"...nou wordt het spannend!, moeilijk alles uit te rekenen."
453,24,2,r1b1Nrk1/pp1n1p1p/3p2p1/6B1/4n3/7P/PPP1PPP1/R3KB1R w KQ -,c3e4,...dekt d6 en valt g5 aan.
454,24,3,N1b2rk1/pp1n1p1p/3pn1p1/8/8/7P/PPP1PPP1/R3KB1R w KQ -,g5e6,...blokt c7.
455,24,4,N1b2rk1/pp5p/4p1p1/8/2n5/7P/PPP1PPP1/4KB1R w K -,f7e6,"...ik sta nu materieel achter, maar positioneel beter, dacht ik."
456,24,5,N1b2rk1/pp5p/4p1p1/8/1Pn5/2P4P/P3PPP1/4KB1R b K -,c2c3,...c3?
457,24,6,5rk1/ppNb3p/4p1p1/8/1P6/n1P4P/P3PPP1/4KB1R w K -,c8d7,...ik had gegokt dat ik het paard zo kon veroveren.
458,24,7,6k1/pprb3p/4p1p1/8/1P6/n1PBP2P/P4PP1/4K2R w K -,c8c7,...waarom geen Pa6?
459,24,8,6k1/ppr4p/2n3p1/3bp3/1P3P2/2PBP2P/PK5R/8 w - -,e6e5,...e5?
460,24,9,6k1/ppr4p/2n3p1/3bp3/1P2PP2/2PB3P/PK5R/8 b - -,e3e4,...e4!
461,24,10,6k1/pp3r1p/6p1/8/1P2PR2/2P4P/bK6/8 w - -,c7f7,...verdediging en aanval tegelijk.
462,24,11,6k1/pp5p/6p1/4P3/1Pb1r3/2P4P/1K4R1/8 w - -,f4e4,"...wit geeft op.
commentaar H.B."
463,25,0,r1bqkbnr/pp1p1ppp/2n1p3/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq -,b8c6,"?
Not sure of this move?"
464,25,1,r3nrk1/pp2q1pp/3pp3/4P3/3Q1P2/2N5/PPP3PP/2KR3R b - f3,f2f4,"So White begins the King side attack with Pawn-f4.
This pawn will be marching up the file!"
465,25,2,r3nrk1/pp2q1pp/4p3/3pP3/3Q1P2/2NR4/PPP3PP/2K4R b - -,d1d3,Rook lift
466,25,3,r3nrk1/p3q1pp/1p2p3/3pP3/3Q1P2/2N4R/PPP3PP/2K4R b - -,d3h3,"attacking down the H-file
My thought processing believed this far better the trying to play Pawn h4, h5, h6...."
467,25,4,r3nrk1/p3q2p/1p2p1p1/3pP3/3Q1P2/2N4R/PPP3PP/2K4R w - -,g7g6,"?!
Not a bad move but this cost a tempo for Black and what the purpose of this move?
g6 starts to cause luft in Black's kingside.
"
468,25,5,r3nrk1/p3q2p/1p2p1p1/3pP3/3Q1P2/2N4R/PPP3PP/2KR4 b - -,h1d1,"Before starting the attack prematurely, I have to defend the half-open file"
469,25,6,2r2rk1/p3q1np/1p2p1p1/3pP3/3Q1PP1/1PN4R/P1P4P/2KR4 b - -,b2b3,"!!
prophylaxis? "
470,25,7,2rr2k1/p5np/1p2p1p1/2qpPP2/6P1/1PN4R/P1PQ3P/2KR4 b - -,f4f5,And the attack commences 
471,25,8,2rr1k2/p5n1/1p2p1Q1/4qP2/3p2P1/1PN4R/P1P4P/2KR4 b - -,h7g6,Clearing the file to play Rook h8+
472,25,9,2rr4/p3k1nR/1p2p1Q1/4qP2/3p2P1/1PN5/P1P4P/2KR4 b - -,h3h7,Pinning the Knight
473,25,10,2r3r1/p3k1nR/1p2p1Q1/4qP2/3p2P1/1PN5/P1P4P/2KR4 w - -,d8g8,??
474,25,11,2r3r1/p3k1nR/1p2pPQ1/4q3/3p2P1/1PN5/P1P4P/2KR4 b - -,f5f6,"What is this tactic called?

If Black plays Qxf6; Nd5+!!...exd5; Re1+!!!
"
475,25,12,2rk2r1/p4QnR/1p2pP2/8/3p1qP1/1PN5/P1P4P/2KR4 w - -,e5f4,"?!
I believe black is losing but he had better replies"
476,25,13,3kn1Q1/p4P1R/1p2p3/8/3p1qP1/1Pr5/P1P4P/1K1R4 b - -,f6f7,And the pawn march continues!!!
477,25,14,4QB2/p1k4R/1p2p3/8/3p2P1/1Pr5/P1P2q1P/1K1R4 b - -,f7f8,Discovered check!
478,26,0,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq d3,d2d4,"In this game, early on I sacrifice bishop for pawn. He declines leaving me a clear pawn up. He complicates by sacrificing bishop for three pawns, but as he is a pawn down anyway, that mean just 2 pawns for the minor piece. He play the freeing move e6-e5 too early and is blown away in just 26 moves."
479,26,1,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -,g8f6,"Apologies for this act of self-indulgence. I have many games I could have annotated, wins, draws and loses, but many have been long games recently."
480,26,2,rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq c3,c2c4,"A note about the time control - it should have been 85 minutes each plus an incremental, but at least one of the clocks was set wrong, without the incremental. As a result our board 3 lost in a winning position, and we lost the match 3-2."
481,26,3,rnbqkb1r/pppp1ppp/4pn2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq -,e7e6,"A note about my opponent. I asked him if he was related to Richard Eales. He said something like ""yes how do you know my brother?"" I replied, I meant the chess player Richard Eales, author of a book on the Alexhine Defence. http://www.chessgames.com/player/richard_g_eales.html and https://www.abebooks.co.uk/9780713403664/Alekhines-Defence-Contemporary-Chess-Openings-0713403667/plp"
482,26,4,rnbqkb1r/pppp1ppp/4pn2/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq -,b1c3,So back to the game. At this point I was rather expecting 3...Bb4 and a Nimzo-Indian Defence.
483,26,5,rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq d6,d7d5,But he reverts to a Queens Gambit Declined.
484,26,6,rnbqkb1r/ppp2ppp/4pn2/3p2B1/2PP4/2N5/PP2PPPP/R2QKBNR b KQkq -,c1g5,"I usually play this, although Nf3 and e3 are also popular."
485,26,7,r1bqkb1r/pppn1ppp/4pn2/3p2B1/2PP4/2N5/PP2PPPP/R2QKBNR w KQkq -,b8d7,"Common, although also Be7"
486,26,8,r1bqkb1r/pppn1ppp/4pn2/3p2B1/2PP4/2N1P3/PP3PPP/R2QKBNR b KQkq -,e2e3,So if he takes on c4 I can take back immediately with the Bishop on f1.
487,26,9,r1bqkb1r/pp1n1ppp/2p1pn2/3p2B1/2PP4/2N1P3/PP3PPP/R2QKBNR w KQkq -,c7c6,Into a Slav pawn structure.
488,26,10,r1bqkb1r/pp1n1ppp/2p1pn2/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R b KQkq -,g1f3,Usual development.
489,26,11,r1b1kb1r/pp1n1ppp/2p1pn2/q2p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R w KQkq -,d8a5,"And he opts for the Cambridge Springs Variation. The first recorded use of the Cambridge Springs was by Emanuel Lasker in 1892. The name derives from a 1904 tournament in Cambridge Springs, Pennsylvania in which the defense was used several times. Practitioners of the opening have included Efim Bogoljubov, Vasily Smyslov, Garry Kasparov, and Magnus Carlsen.

The line remains popular among amateurs because there are several traps White must avoid. For example, 7.Nd2 Bb4 8.Qc2 0-0 9.Bd3?? dxc4! (threatening ...Qxg5) 10.Bxf6 cxd3! (a zwischenzug) 11.Qxd3 Nxf6 and Black has won a piece. https://en.wikipedia.org/wiki/Queen%27s_Gambit_Declined,_Cambridge_Springs_Defense"
490,26,12,r1b1kb1r/pp1n1ppp/2p1pB2/q2p4/2PP4/2N1PN2/PP3PPP/R2QKB1R b KQkq -,g5f6,So I avoid all traps.
491,26,13,r1b1kb1r/pp3ppp/2p1pn2/q2p4/2PP4/2N1PN2/PP3PPP/R2QKB1R w KQkq -,d7f6,He takes back.
492,26,14,r1b1kb1r/pp3ppp/2p1pn2/q2p4/2PP4/P1N1PN2/1P3PPP/R2QKB1R b KQkq -,a2a3,I avoid him pinning my Nc3.
493,26,15,r1b1k2r/pp2bppp/2p1pn2/q2p4/2PP4/P1N1PN2/1P3PPP/R2QKB1R w KQkq -,f8e7,"Reasonable development, and played successfully in this position before, although I personally like Bd6 so if the bishop is hit by c4-c5 it can drop back to c7 or b8 to support e6-e5."
494,26,16,r1b1k2r/pp2bppp/2p1pn2/q2p4/1PPP4/P1N1PN2/5PPP/R2QKB1R b KQkq b3,b2b4,Attacking the queen. All this has been seen before.
495,26,17,r1bqk2r/pp2bppp/2p1pn2/3p4/1PPP4/P1N1PN2/5PPP/R2QKB1R w KQkq -,a5d8,"But in the games on my opening databases with this line black has played Qc7, and Qc7 seems a better move to me, as in due course the Qc7 will support e6-e5."
496,26,18,r1bqk2r/pp2bppp/2p1pn2/2Pp4/1P1P4/P1N1PN2/5PPP/R2QKB1R b KQkq -,c4c5,Clamping down on the queen side.
497,26,19,r1bq1rk1/pp2bppp/2p1pn2/2Pp4/1P1P4/P1N1PN2/5PPP/R2QKB1R w KQ -,e8g8,Sensible development.
498,27,0,rnbqkbnr/pppp1ppp/8/4p3/2P5/8/PP1PPPPP/RNBQKBNR w KQkq e6,e7e5,We once again have the English!
499,27,1,r1bqr1k1/ppp2ppp/2n5/2bnp3/8/2NP1NP1/PP2PPBP/R1BQ1RK1 w - -,f8e8,So far following Game 4 of the match
500,27,2,r1bqr1k1/ppp2ppp/2n5/2bnp1B1/8/2NP1NP1/PP2PPBP/R2Q1RK1 b - -,c1g5,the first change from Game 4 where Carlsen played 9. Bd2. This is already practically new territory (except for one game by some lower rated players according to my database) 9... Nxc3 10. bxc3 f6 11. Bc1.
501,27,3,r2qr1k1/ppp3pp/2n1bp2/2b1p3/8/2PP1NP1/P3PPBP/R1BQ1RK1 w - -,c8e6,"Nothing seems to surprise Caruana so far as he is moving at lightning speed. ⚡️ This has a strong psychological impact on his opponent as he is saying: ""Is this all you got? You can't surprise me!"" 😂♟️"
502,27,4,r2qr1k1/ppp3pp/2n1bp2/2b1p3/8/2PP1NP1/PB2PPBP/R2Q1RK1 b - -,c1b2,Interesting retreat with the Bishop. There are 2 reasons for this: keep the d2 square open for a potential Knight-maneuver with Nf3-d2-c4 and try to employ the Bishop via a3 after advancing the pawn to a4. It also gives support to the d4 square eventually.
503,27,5,r2qr1k1/ppp3pp/1bn1bp2/4p3/3P4/2P2NP1/PB2PPBP/R2Q1RK1 b - -,d3d4,"So far this home prep by Carlsen has a better psychological impact than on the actual board. He has not much in the game but this keeps away from Caruana's home prep. So a moral victory of sort. Objectively speaking, Carlsen has nothing. But Caruana is out of home prep and he is thinking for the first time so far in this game. That is what Carlsen is banking on. He believes he is better than Caruana in the middlegame.
As for the Women's World Championship, it looks like Lagno is on her way to be the next Women's World Champion! She held a very difficult position today. All she needs is a draw tomorrow with white to win the match!
​After 13. d4 Caruana thought for a long time before finally playing "
504,27,6,r2qr1k1/ppp3pp/1bn2p2/3bp3/3P4/2P2NP1/PB2PPBP/R2Q1RK1 w - -,e6d5,"long enough for the British to have afternoon tea.
Surprisingly, Carlsen immediately responded with"
505,27,7,r2qr1k1/ppp3pp/1bn2p2/3bp3/3P4/2P2NP1/PBQ1PPBP/R4RK1 b - -,d1c2,"Now Caruana is thinking again.
At high level chess, nerves, self confidence & mental toughness play major roles. This is why sometimes you see players in the 2600's losing to players in the 2800's in ""objectively drawn"" positions, ones where they can draw weaker/same strength players with their eyes closed."
506,27,8,r2qr1k1/ppp3pp/1bn2p2/3b4/3P4/5NP1/PB2PPBP/R2Q1RK1 b - -,b3d1,This is an equal but unbalanced position. So let's see what Carlsen can do. I do not expect much though.
507,27,9,r2qr1k1/ppp3pp/1bn2p2/8/3P4/5bP1/PB2PPBP/R2Q1RK1 w - -,d5f3,"? What is this about? I do not get it? Is this a real move or broadcast error? This move does not smell good.
Carlsen now has 2 good replies: 18. Qb3+ and 18. Bxf3 Both moves will potentially lead to an edge in opposite color Bishop endgame. 17...Bxf3? does not cause an immediate loss. However, it makes his equal position more complicated for no reason. This is kind of inexplicable for me. 🤔"
508,27,10,r3r2k/ppp3pp/1b3p2/8/3q4/1Q2PBP1/P4P1P/R4RK1 b - -,e2e3,Equal materials and Bishop opposite colors. But the a and c pawns are isolated. White is slightly better and can play on forever without risks. Black believes that he can hold.
509,27,11,3rr2k/pBp3pp/1b3p2/4q3/8/1Q2P1P1/P4P1P/R4RK1 w - -,a8d8,"What Carlsen will play for is the lack of mobility of the b6 Bishop and c7 pawn. But it is a long long way from ""winning"". White can only continue to grind hoping for more inaccuracies."
510,27,12,3rr2k/pBp3pp/1b3p2/4q3/8/1Q2P1P1/P4P1P/3R1RK1 b - -,a1d1,"I am curious to know what Caruana was thinking taking on f3. Why? While he can probably hold, why complicate things and give Carlsen any confident for the final 4 games? Carlsen has the draw odd with the fast time control playoff. Why give him a mental boost?"
511,27,13,3rr2k/pBp1q1pp/1b3p2/8/8/1Q2P1P1/P4P1P/3R1RK1 w - -,e5e7,"Now that Black Bishop is stuck on b6, white can try to weaken the Kingside with h4-h5-h6"
512,27,14,3rr2k/pBp1q2p/1b3pp1/8/7P/1Q2P1P1/P4P2/3R1RK1 w - -,g7g6,"Stopping h5. It is not a straight forward position. But Carlsen can basically do whatever he wants while Caruana has to sit back and hold. Much more comfortable to play white, and easier on the clock as well."
513,27,15,3rr2k/pBp1q2p/1b3pp1/7P/8/1Q2P1P1/P4P2/3R1RK1 b - -,h4h5,"Carlsen keeps on moving forward. This is vintage Carlsen. While it may not give a ""win"", he keeps on compounding pressure on his opponent hoping that eventually someone will ""crack"" under pressure! Their styles are so different."
514,27,16,3rr2k/pBp1q2p/1b3p2/7p/2Q5/4P1P1/P4P2/3R1RK1 b - -,b3c4,"There is no really ""concrete"" way for Carlsen to win. All he is trying to do is create more ""weaknesses"" to make it difficult for Caruana to defend everything. It is like how to defend the entire Great Wall of China? Which part? Where?"
515,27,17,3rr2k/p1p1q2p/1b6/5p1p/2Q5/4PBP1/P4P2/3R1RK1 b - -,b7f3,"All of Caruana's pawns are isolated pawns. So in spite of Black being a pawn up, it is White who is trying to win by trying to exploit the weaknesses. Carlsen may not succeed but his ideas are quite clear and easy to understand. 😂 Now for Caruana, he has to play aggressively and fight back. He cannot just sit back and defend. If all pieces are off the board except for the Bishops and pawns, it is 100% draw. So he can trade Rooks or give back the pawn with h4 but open up the g file."
516,27,18,3rr2k/p1p1q2p/1b6/5p2/2Q4p/4PBP1/P4P2/3R1RK1 w - -,h5h4,This is the correct plan. He has to punch back and not allow himself to become a piñata. I think Carlsen's h5 was a bit too premature. He could have improved his position and not much Caruana could do to really improve his position. So no need to rush h5 by allowing black to play gxh5 then h4. Just my opinion. He could have been a bit more patient.
517,27,19,3r3k/p1p1q2p/1b6/5p2/2Q4p/4PBP1/P4P2/5RK1 w - -,e8d8,"And now Carlsen must take the h pawn with gxh4. Otherwise, he will be worse."
518,28,0,rnbqkb1r/pp1p1ppp/4pn2/2pP4/8/5N2/PPP1PPPP/RNBQKB1R w KQkq -,e7e6,"3. ... b5 is the main response, known as Pseudo-Benko. 4. Bg5 Qb6 5. Bxf6 Qxf6 6. c3 d6 7. e4 a6 with unbalanced, but playable position. I played differently, as I was usually play Benoni. On the other hand, I was not aware of pseudo-Benko lines, and did not even consider 3. ... b5.  "
519,28,1,rnbqkb1r/pp1p1ppp/4pn2/2pP4/8/2N2N2/PPP1PPPP/R1BQKB1R b KQkq -,b1c3,Converting to a Schmid Benoni.
520,28,2,rnbqkb1r/pp1p1ppp/5n2/2pp4/8/2N2N2/PPP1PPPP/R1BQKB1R w KQkq -,e6d5,"Again, 4. ... b5 is possible, but now not as favourable for Black. 4. ... exd5 is the main line."
521,28,3,r1bqkb1r/pp1p1ppp/2n5/2pQ2B1/8/5N2/PPP1PPPP/R3KB1R b KQkq -,c1g5,"[111 min left] The position seems to require 7. e4 (main response), which blocks d pawn from getting to d5, as well as allows White to develop. Bc4 would come with a tempo (in view of Qxf7 threat). This was the move I expected, to which I would simply continue developing. 7. e4 Be7 8. Bc4 O-O 9. O-O d6, and White faces no problems. Foregoing the strong 7. e4 move looks to be a mistake."
522,28,4,r1bqk2r/pp1pbppp/2n5/2pQ2B1/8/5N2/PPP1PPPP/R3KB1R w KQkq -,f8e7,[106 min left]
523,28,5,r1bqk2r/pp1pbppp/2n5/2pQ2B1/8/2P2N2/PP2PPPP/R3KB1R b KQkq -,c2c3,"[111 min left] Odd choice, as c3 does not achieve anything, while it weakens the queenside (in case white wants to castle queenside). 8. Bxe7 Qxe7 9. a3 b6  10. e3 Bb7 11. 0-0-0 0-0-0 (Kalinin (2366) vs. Brzeski (2315)) or 8. a3 0-0 9. e3 d6 10. 0-0-0 seem to be good for white. The key difference between a3 and c3 will soon be seen (c3 permits Bc8-e6xa2, while a3 does not). With white inclined to castle queenside, c3 seems to be strategic inaccuracy."
524,28,6,r1bqk2r/pp2bppp/2np4/2pQ2B1/8/2P2N2/PP2PPPP/R3KB1R w KQkq -,d7d6,[104 min left]
525,28,7,r1b1k2r/pp2qppp/2np4/2pQ4/8/2P2N2/PP2PPPP/R3KB1R w KQkq -,d8e7,"[55 min left] Computer seems to prefer 9. ... Nxe7 10. Qd3 d6, the point being that 11. e4 now suffers after 11. ... Re8, and if a) 12. 0-0-0, then Be6 13. Kb1 Qa5 14. c4 Rad8 with good play for Black b) 12. Be2 or 12. Rd1 (unpinning the pawn) Ng6! (threatening Nf4), claiming advantage for Black in both lines. I considered both Nxe7 and Qxe7, and settled on Qxe7 with the idea of d6, Be6, and Bxa2 (if Qxd6). I did not consider moving knight to g6 following Nxe7, which I should have."
526,28,8,r1b1k2r/pp2qppp/2np4/2pQ4/8/2P2N2/PP2PPPP/2KR1B1R b kq -,e1c1,"[56 min left] This move is off the book according to 365chess.com (10. g3 and 10. e3 have been tried), and is not engines top choice (engine opts for 10. e3 and 10. Rd1). The problem with it is that it almost forces black to play Be6 and Bxa2, as d6 is not defendable. Based on the outcome of this forced line, it seems to be a second mistake (after not playing e4 immediately). From this point on black has small but stable advantage."
527,28,9,r3k2r/pp2qppp/2npb3/2pQ4/8/2P2N2/PP2PPPP/2KR1B1R w kq -,c8e6,[53 min left]
528,28,10,r3k2r/pp2qppp/2nQb3/2p5/8/2P2N2/PP2PPPP/2KR1B1R b kq -,d5d6,[56 min left]
529,28,11,r3k2r/pp2qppp/2nQ4/2p5/8/2P2N2/bP2PPPP/2KR1B1R w kq -,e6a2,[51 min left] There is no reason for black to invite white rook to d6 by playing Qxd6.
530,28,12,r3k2r/pp2Qppp/2n5/2p5/8/2P2N2/bP2PPPP/2KR1B1R b kq -,d6e7,[54 min left] 12. e4 Qxd6 13. Rxd6 Ke7 14. Rd3 (d2 or d1) is also OK for Black.
531,28,13,r6r/pp2kppp/2n5/2p5/8/2P2N2/bP2PPPP/2KR1B1R w - -,e8e7,[51 min left]
532,28,14,r6r/pp2kppp/2n5/2p5/8/2P1PN2/bP3PPP/2KR1B1R b - -,e2e3,"[51 min left] Engine thinks Black has a small edge regardless of white's move in this position. This seems understandable - black is better developed, and white has some weaknesses on white squares, especially b3. If 13. Nd2 (defending b3), then the rook on d1 becomes inactive. Also, white lacks any attacking ideas, as black seems to have no weaknesses of its own."
533,28,15,r6r/pp2kppp/2n5/2p5/8/1bP1PN2/1P3PPP/2KR1B1R w - -,a2b3,[50 min left] asking the rook to declare the intentions.
534,28,16,r6r/pp2kppp/2n5/2p5/8/1bP1PN2/1P1R1PPP/2K2B1R b - -,d1d2,[50 min left]
535,28,17,r6r/1p2kppp/2n5/p1p5/8/1bP1PN2/1P1R1PPP/2K2B1R w - a6,a7a5,"[39 min left] Strong move with a plan! I considered Na5 too, but was afraid that the queenside play of light pieces can be stopped, and then the fight for the d file might lead to the exchange of rooks (not good for the side playing for a win). a5 allows to hope for the opening of ""a"" file, while Na5 does not. -0.5 according to engine after this move - slight advantage for black."
536,28,18,r6r/1p2kppp/2n5/2p5/p7/1bPBPN2/1P1R1PPP/2K4R w - -,a5a4,[36 min left] 
537,28,19,r6r/1p2kppp/2n5/2p5/p7/1bP1PN2/1PBR1PPP/2K4R b - -,d3c2,"[41 min left] Too passive. More active is 16. Bf5! Rhd8 17. Bc2, allowing to exchange a pair of rooks (if needed). "
538,29,0,rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq c3,c2c4,Queens gambit
539,29,1,rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq -,e7e6,Declined 
540,29,2,rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq -,b1c3,Yayay
541,29,3,rnbqkb1r/ppp2ppp/4pn2/3p2B1/2PP4/2N5/PP2PPPP/R2QKBNR b KQkq -,c1g5,Pin
542,29,4,rnbqk2r/ppp1bppp/4pn2/3p2B1/2PP4/2N5/PP2PPPP/R2QKBNR w KQkq -,f8e7,Unpin
543,29,5,rnbqk2r/ppp1bppp/4pn2/3p2B1/2PP4/2N2N2/PP2PPPP/R2QKB1R b KQkq -,g1f3,Development 
544,29,6,r1bqk2r/pppnbppp/4pn2/3p2B1/2PP4/2N2N2/PP2PPPP/R2QKB1R w KQkq -,b8d7,Same
545,29,7,r1bqk2r/pppnbppp/4pn2/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R b KQkq -,e2e3,Development 
546,29,8,r1bqk2r/p1pnbppp/1p2pn2/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R w KQkq -,b7b6,Fancietto 
547,29,9,r1bqk2r/p1pnbppp/1p2pn2/3p2B1/2PP4/1PN1PN2/P4PPP/R2QKB1R b KQkq -,b2b3,Pawn chain
548,29,10,r2qk2r/pbpnbppp/1p2pn2/3p2B1/2PP4/1PN1PN2/P4PPP/R2QKB1R w KQkq -,c8b7,Bishop
549,29,11,r2qk2r/pbpnbppp/1p2pn2/3p2B1/2PP4/1PNBPN2/P4PPP/R2QK2R b KQkq -,f1d3,Center control
550,29,12,r2q1rk1/pbpnbpp1/1p2pn1p/3p2B1/2PP4/1PNBPN2/P4PPP/R2Q1RK1 w - -,h7h6,Ooh
551,29,13,r2q1rk1/pbpnbpp1/1p2pB1p/3p4/2PP4/1PNBPN2/P4PPP/R2Q1RK1 b - -,g5f6,Heheh
552,29,14,r2q1rk1/pbp1bpp1/1p2pn1p/3p4/2PP4/1PNBPN2/P4PPP/R2Q1RK1 w - -,d7f6,Aw snap
553,29,15,r2q1rk1/pbp1bpp1/1p2pn1p/3P4/3P4/1PNBPN2/P4PPP/R2Q1RK1 b - -,c4d5,Exchange 
554,29,16,r2q1rk1/pbp1bpp1/1p3n1p/3p4/3P4/1PNBPN2/P4PPP/R2Q1RK1 w - -,e6d5,Pawn
555,29,17,r2q1rk1/pbp1bpp1/1p3n1p/3p4/3P4/1PNBPN2/P3QPPP/R4RK1 b - -,d1e2,Queenie
556,29,18,r4rk1/pbpqbpp1/1p3n1p/3p4/3P4/1PNBPN2/P3QPPP/R4RK1 w - -,d8d7,Queen 
557,29,19,r4rk1/pbpqbpp1/1p3n1p/1B1p4/3P4/1PN1PN2/P3QPPP/R4RK1 b - -,d3b5,Gain tempo
